3/6/2018 9:59:30 AM	Error	Error	89.31	192.75	801.75	0.00	0.002731085	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731085	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 9:59:40 AM	Error	Error	89.31	192.75	801.80	0.00	0.002731082	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731082	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 9:59:51 AM	Error	Error	89.31	192.75	801.75	0.00	0.002731082	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731082	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:00:01 AM	Error	Error	89.31	192.75	801.88	0.00	0.002731082	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731082	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:00:11 AM	Error	Error	89.31	192.75	801.80	0.00	0.002731085	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731085	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:00:22 AM	Error	Error	89.31	192.76	801.84	0.00	0.002731085	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731085	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:00:32 AM	Error	Error	89.31	192.76	801.84	0.00	0.002731088	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731088	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:00:44 AM	Error	Error	89.31	192.76	801.84	0.00	0.002731082	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731082	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:00:54 AM	Error	Error	89.31	192.76	801.88	0.00	0.002731085	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731085	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:01:04 AM	Error	Error	89.31	192.76	801.88	0.00	0.002731085	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731085	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:01:14 AM	Error	Error	89.31	192.76	801.80	0.00	0.002731085	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731085	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:01:24 AM	Error	Error	89.31	192.77	801.88	0.00	0.002731085	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731085	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:01:34 AM	Error	Error	89.31	192.77	801.92	0.00	0.002731085	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731085	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:01:44 AM	Error	Error	89.31	192.77	801.97	0.00	0.002731085	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731085	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:01:54 AM	Error	Error	89.31	192.77	801.88	0.00	0.002731085	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731085	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:02:04 AM	Error	Error	89.32	192.77	801.88	0.00	0.002731085	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731085	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:02:14 AM	Error	Error	89.32	192.77	801.92	0.00	0.002731085	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731085	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:02:24 AM	Error	Error	89.32	192.77	801.97	0.00	0.002731088	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731088	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:02:34 AM	Error	Error	89.32	192.77	801.88	0.00	0.002731088	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731088	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:02:44 AM	Error	Error	89.32	192.77	801.92	0.00	0.002731085	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731085	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:02:54 AM	Error	Error	89.32	192.77	802.05	0.00	0.002731088	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731088	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:03:04 AM	Error	Error	89.32	192.77	802.01	0.00	0.002731088	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731088	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:03:14 AM	Error	Error	89.32	192.77	801.97	0.00	0.002731090	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731090	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:03:24 AM	Error	Error	89.32	192.77	801.92	0.00	0.002731085	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731085	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:03:34 AM	Error	Error	89.32	192.77	802.09	0.00	0.002731088	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731088	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:03:44 AM	Error	Error	89.32	192.77	802.01	0.00	0.002731085	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731085	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:03:54 AM	Error	Error	89.32	192.78	802.05	0.00	0.002731088	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731088	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:04:04 AM	Error	Error	89.32	192.78	802.05	0.00	0.002731088	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731088	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:04:14 AM	Error	Error	89.32	192.77	802.13	0.00	0.002731085	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731085	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:04:24 AM	Error	Error	89.32	192.78	802.09	0.00	0.002731088	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731088	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:04:34 AM	Error	Error	89.32	192.78	802.13	0.00	0.002731093	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731093	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:04:44 AM	Error	Error	89.32	192.78	802.09	0.00	0.002731090	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731090	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:04:54 AM	Error	Error	89.32	192.78	802.18	0.00	0.002731085	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731085	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:05:04 AM	Error	Error	89.32	192.78	802.05	0.00	0.002731090	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731090	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:05:14 AM	Error	Error	89.32	192.78	802.13	0.00	0.002731088	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731088	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:05:24 AM	Error	Error	89.32	192.78	802.22	0.00	0.002731088	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731088	inactive	0.00	0.00	0.00000	inactive	0	0
3/6/2018 10:05:34 AM	Error	Error	89.32	192.78	802.13	0.00	0.002731090	0.00	0.00	0.00000	0.00	0.00	0.00000	inactive	0.002731090	inactive	0.00	0.00	0.00000	inactive	0	0
