Pt.        Date      Time        RT/s       R/Omiga    
    1  2018_12_07  10_11_58     1.0     115.578000
    2  2018_12_07  10_12_08    11.0     115.577760
    3  2018_12_07  10_12_18    21.0     115.577290
    4  2018_12_07  10_12_28    31.0     115.577530
    5  2018_12_07  10_12_38    41.0     115.577590
    6  2018_12_07  10_12_48    51.0     115.578170
    7  2018_12_07  10_12_58    61.0     115.577820
    8  2018_12_07  10_13_08    71.0     115.577500
    9  2018_12_07  10_13_18    81.0     115.577530
   10  2018_12_07  10_13_28    91.0     115.577730
   11  2018_12_07  10_13_38   101.0     115.577940
   12  2018_12_07  10_13_48   111.0     115.577380
   13  2018_12_07  10_13_58   121.0     115.577350
   14  2018_12_07  10_14_08   131.0     115.577180
   15  2018_12_07  10_14_18   141.0     115.577470
   16  2018_12_07  10_14_28   151.0     115.577620
   17  2018_12_07  10_14_38   161.0     115.577410
   18  2018_12_07  10_14_48   171.0     115.577380
   19  2018_12_07  10_14_58   181.0     115.577230
   20  2018_12_07  10_15_08   191.0     115.577500
   21  2018_12_07  10_15_18   201.0     115.577530
   22  2018_12_07  10_15_28   211.0     115.577320
   23  2018_12_07  10_15_38   221.0     115.577380
   24  2018_12_07  10_15_48   231.0     115.577150
   25  2018_12_07  10_15_58   241.0     115.577200
   26  2018_12_07  10_16_08   251.0     115.577470
   27  2018_12_07  10_16_18   261.0     115.577290
   28  2018_12_07  10_16_28   271.0     115.577380
   29  2018_12_07  10_16_38   281.0     115.577380
   30  2018_12_07  10_16_48   291.0     115.577260
   31  2018_12_07  10_16_58   301.0     115.576880
   32  2018_12_07  10_17_08   311.0     115.577260
   33  2018_12_07  10_17_18   321.0     115.577440
   34  2018_12_07  10_17_28   331.0     115.577440
   35  2018_12_07  10_17_38   341.0     115.577150
   36  2018_12_07  10_17_48   351.0     115.577060
   37  2018_12_07  10_17_58   361.0     115.577440
   38  2018_12_07  10_18_08   371.0     115.577290
   39  2018_12_07  10_18_18   381.0     115.577650
   40  2018_12_07  10_18_28   391.0     115.577500
   41  2018_12_07  10_18_38   401.0     115.577090
   42  2018_12_07  10_18_48   411.0     115.577060
   43  2018_12_07  10_18_58   421.0     115.577180
   44  2018_12_07  10_19_08   431.0     115.577440
   45  2018_12_07  10_19_18   441.0     115.576820
   46  2018_12_07  10_19_28   451.0     115.577560
   47  2018_12_07  10_19_38   461.0     115.577290
   48  2018_12_07  10_19_48   471.0     115.577060
   49  2018_12_07  10_19_58   481.0     115.577060
   50  2018_12_07  10_20_08   491.0     115.576710
   51  2018_12_07  10_20_18   501.0     115.577290
   52  2018_12_07  10_20_28   511.0     115.577350
   53  2018_12_07  10_20_38   521.0     115.576650
   54  2018_12_07  10_20_48   531.0     115.576650
   55  2018_12_07  10_20_58   541.0     115.576850
   56  2018_12_07  10_21_08   551.0     115.576940
   57  2018_12_07  10_21_18   561.0     115.577000
   58  2018_12_07  10_21_28   571.0     115.576820
   59  2018_12_07  10_21_38   581.0     115.577030
   60  2018_12_07  10_21_48   591.0     115.576910
   61  2018_12_07  10_21_58   601.0     115.576970
   62  2018_12_07  10_22_08   611.0     115.577060
   63  2018_12_07  10_22_18   621.0     115.576940
   64  2018_12_07  10_22_28   631.0     115.576530
   65  2018_12_07  10_22_38   641.0     115.576880
   66  2018_12_07  10_22_48   651.0     115.577120
   67  2018_12_07  10_22_58   661.0     115.576760
   68  2018_12_07  10_23_08   671.0     115.577120
   69  2018_12_07  10_23_18   681.0     115.577060
   70  2018_12_07  10_23_28   691.0     115.576910
   71  2018_12_07  10_23_38   701.0     115.577030
   72  2018_12_07  10_23_48   711.0     115.577030
   73  2018_12_07  10_23_58   721.0     115.577060
   74  2018_12_07  10_24_08   731.0     115.576680
   75  2018_12_07  10_24_18   741.0     115.576410
   76  2018_12_07  10_24_28   751.0     115.576680
   77  2018_12_07  10_24_38   761.0     115.576880
   78  2018_12_07  10_24_48   771.0     115.577000
   79  2018_12_07  10_24_58   781.0     115.576500
   80  2018_12_07  10_25_08   791.0     115.576760
   81  2018_12_07  10_25_18   801.0     115.576590
   82  2018_12_07  10_25_28   811.0     115.577120
   83  2018_12_07  10_25_38   821.0     115.576970
   84  2018_12_07  10_25_48   831.0     115.577120
   85  2018_12_07  10_25_58   841.0     115.576440
   86  2018_12_07  10_26_08   851.0     115.576910
   87  2018_12_07  10_26_18   861.0     115.576760
   88  2018_12_07  10_26_28   871.0     115.576290
   89  2018_12_07  10_26_38   881.0     115.576880
   90  2018_12_07  10_26_48   891.0     115.576820
   91  2018_12_07  10_26_58   901.0     115.576410
   92  2018_12_07  10_27_08   911.0     115.576560
   93  2018_12_07  10_27_18   921.0     115.576440
   94  2018_12_07  10_27_28   931.0     115.576560
   95  2018_12_07  10_27_38   941.0     115.576760
   96  2018_12_07  10_27_48   951.0     115.576530
   97  2018_12_07  10_27_58   961.0     115.576500
   98  2018_12_07  10_28_08   971.0     115.576120
   99  2018_12_07  10_28_18   981.0     115.576270
  100  2018_12_07  10_28_28   991.0     115.576440
  101  2018_12_07  10_28_38  1001.0     115.576410
  102  2018_12_07  10_28_48  1011.0     115.576380
  103  2018_12_07  10_28_58  1021.0     115.576150
  104  2018_12_07  10_29_08  1031.0     115.575940
  105  2018_12_07  10_29_18  1041.0     115.576240
  106  2018_12_07  10_29_28  1051.0     115.576120
  107  2018_12_07  10_29_38  1061.0     115.576710
  108  2018_12_07  10_29_48  1071.0     115.576500
  109  2018_12_07  10_29_58  1081.0     115.576530
  110  2018_12_07  10_30_08  1091.0     115.576530
  111  2018_12_07  10_30_18  1101.0     115.576500
  112  2018_12_07  10_30_28  1111.0     115.576240
  113  2018_12_07  10_30_38  1121.0     115.576410
  114  2018_12_07  10_30_48  1131.0     115.576270
  115  2018_12_07  10_30_58  1141.0     115.576710
  116  2018_12_07  10_31_08  1151.0     115.576410
  117  2018_12_07  10_31_18  1161.0     115.576440
  118  2018_12_07  10_31_28  1171.0     115.576380
  119  2018_12_07  10_31_38  1181.0     115.576440
  120  2018_12_07  10_31_48  1191.0     115.576120
  121  2018_12_07  10_31_58  1201.0     115.576470
  122  2018_12_07  10_32_08  1211.0     115.576060
  123  2018_12_07  10_32_18  1221.0     115.575850
  124  2018_12_07  10_32_28  1231.0     115.576180
  125  2018_12_07  10_32_38  1241.0     115.575880
  126  2018_12_07  10_32_48  1251.0     115.576120
  127  2018_12_07  10_32_58  1261.0     115.576560
  128  2018_12_07  10_33_08  1271.0     115.576120
  129  2018_12_07  10_33_18  1281.0     115.576210
  130  2018_12_07  10_33_28  1291.0     115.575770
  131  2018_12_07  10_33_38  1301.0     115.576350
  132  2018_12_07  10_33_48  1311.0     115.575770
  133  2018_12_07  10_33_58  1321.0     115.576120
  134  2018_12_07  10_34_08  1331.0     115.576270
  135  2018_12_07  10_34_18  1341.0     115.575910
  136  2018_12_07  10_34_28  1351.0     115.576290
  137  2018_12_07  10_34_38  1361.0     115.576120
  138  2018_12_07  10_34_48  1371.0     115.576210
  139  2018_12_07  10_34_58  1381.0     115.576060
  140  2018_12_07  10_35_08  1391.0     115.576350
  141  2018_12_07  10_35_18  1401.0     115.575880
  142  2018_12_07  10_35_28  1411.0     115.575880
  143  2018_12_07  10_35_38  1421.0     115.575740
  144  2018_12_07  10_35_48  1431.0     115.574910
  145  2018_12_07  10_35_58  1441.0     115.574970
  146  2018_12_07  10_36_08  1451.0     115.574470
  147  2018_12_07  10_36_18  1461.0     115.574620
  148  2018_12_07  10_36_28  1471.0     115.574530
  149  2018_12_07  10_36_38  1481.0     115.574060
  150  2018_12_07  10_36_48  1491.0     115.574090
  151  2018_12_07  10_36_58  1501.0     115.574410
  152  2018_12_07  10_37_08  1511.0     115.574390
  153  2018_12_07  10_37_18  1521.0     115.574390
  154  2018_12_07  10_37_28  1531.0     115.574710
  155  2018_12_07  10_37_38  1541.0     115.574970
  156  2018_12_07  10_37_48  1551.0     115.575270
  157  2018_12_07  10_37_58  1561.0     115.575060
  158  2018_12_07  10_38_08  1571.0     115.575330
  159  2018_12_07  10_38_18  1581.0     115.575000
  160  2018_12_07  10_38_28  1591.0     115.575740
  161  2018_12_07  10_38_38  1601.0     115.575500
  162  2018_12_07  10_38_48  1611.0     115.575680
  163  2018_12_07  10_38_58  1621.0     115.575820
  164  2018_12_07  10_39_08  1631.0     115.576000
  165  2018_12_07  10_39_18  1641.0     115.575800
  166  2018_12_07  10_39_28  1651.0     115.575800
  167  2018_12_07  10_39_38  1661.0     115.576090
  168  2018_12_07  10_39_48  1671.0     115.576210
  169  2018_12_07  10_39_58  1681.0     115.576030
  170  2018_12_07  10_40_08  1691.0     115.576090
  171  2018_12_07  10_40_18  1701.0     115.575940
  172  2018_12_07  10_40_28  1711.0     115.575500
  173  2018_12_07  10_40_38  1721.0     115.575300
  174  2018_12_07  10_40_48  1731.0     115.575240
  175  2018_12_07  10_40_58  1741.0     115.575770
  176  2018_12_07  10_41_08  1751.0     115.575470
  177  2018_12_07  10_41_18  1761.0     115.575740
  178  2018_12_07  10_41_28  1771.0     115.575440
  179  2018_12_07  10_41_38  1781.0     115.575740
  180  2018_12_07  10_41_48  1791.0     115.575850
  181  2018_12_07  10_41_58  1801.0     115.575620
  182  2018_12_07  10_42_08  1811.0     115.575380
  183  2018_12_07  10_42_18  1821.0     115.575620
  184  2018_12_07  10_42_28  1831.0     115.575680
  185  2018_12_07  10_42_38  1841.0     115.575680
  186  2018_12_07  10_42_48  1851.0     115.575880
  187  2018_12_07  10_42_58  1861.0     115.575740
  188  2018_12_07  10_43_08  1871.0     115.575620
  189  2018_12_07  10_43_18  1881.0     115.575650
  190  2018_12_07  10_43_28  1891.0     115.575560
  191  2018_12_07  10_43_38  1901.0     115.575850
  192  2018_12_07  10_43_48  1911.0     115.575740
  193  2018_12_07  10_43_58  1921.0     115.575740
  194  2018_12_07  10_44_08  1931.0     115.575530
  195  2018_12_07  10_44_18  1941.0     115.575470
  196  2018_12_07  10_44_28  1951.0     115.575620
  197  2018_12_07  10_44_38  1961.0     115.575680
  198  2018_12_07  10_44_48  1971.0     115.575680
  199  2018_12_07  10_44_58  1981.0     115.576000
  200  2018_12_07  10_45_08  1991.0     115.575820
  201  2018_12_07  10_45_18  2001.0     115.575530
  202  2018_12_07  10_45_28  2011.0     115.575710
  203  2018_12_07  10_45_38  2021.0     115.576270
  204  2018_12_07  10_45_48  2031.0     115.575650
  205  2018_12_07  10_45_58  2041.0     115.576150
  206  2018_12_07  10_46_08  2051.0     115.575800
  207  2018_12_07  10_46_18  2061.0     115.575850
  208  2018_12_07  10_46_28  2071.0     115.576150
  209  2018_12_07  10_46_38  2081.0     115.576000
  210  2018_12_07  10_46_48  2091.0     115.576000
  211  2018_12_07  10_46_58  2101.0     115.576270
  212  2018_12_07  10_47_08  2111.0     115.576180
  213  2018_12_07  10_47_18  2121.0     115.575800
  214  2018_12_07  10_47_28  2131.0     115.575970
  215  2018_12_07  10_47_38  2141.0     115.576150
  216  2018_12_07  10_47_48  2151.0     115.575970
  217  2018_12_07  10_47_58  2161.0     115.575620
  218  2018_12_07  10_48_08  2171.0     115.576120
  219  2018_12_07  10_48_18  2181.0     115.575970
  220  2018_12_07  10_48_28  2191.0     115.575850
  221  2018_12_07  10_48_38  2201.0     115.575210
  222  2018_12_07  10_48_48  2211.0     115.575710
  223  2018_12_07  10_48_58  2221.0     115.575820
  224  2018_12_07  10_49_08  2231.0     115.575820
  225  2018_12_07  10_49_18  2241.0     115.575620
  226  2018_12_07  10_49_28  2251.0     115.575940
  227  2018_12_07  10_49_38  2261.0     115.575210
  228  2018_12_07  10_49_48  2271.0     115.575710
  229  2018_12_07  10_49_58  2281.0     115.575820
  230  2018_12_07  10_50_08  2291.0     115.575330
  231  2018_12_07  10_50_18  2301.0     115.575440
  232  2018_12_07  10_50_28  2311.0     115.575590
  233  2018_12_07  10_50_38  2321.0     115.575590
  234  2018_12_07  10_50_48  2331.0     115.575710
  235  2018_12_07  10_50_58  2341.0     115.575410
  236  2018_12_07  10_51_08  2351.0     115.575650
  237  2018_12_07  10_51_18  2361.0     115.575560
  238  2018_12_07  10_51_28  2371.0     115.575500
  239  2018_12_07  10_51_38  2381.0     115.575590
  240  2018_12_07  10_51_48  2391.0     115.575560
  241  2018_12_07  10_51_58  2401.0     115.575330
  242  2018_12_07  10_52_08  2411.0     115.575350
