Pt.        Date      Time        RT/s       R/Omiga    
    1  2018_09_03  07_47_38     1.0     119.437100
    2  2018_09_03  07_47_48    11.0     119.435980
    3  2018_09_03  07_47_58    21.0     119.435330
    4  2018_09_03  07_48_08    31.0     119.434220
    5  2018_09_03  07_48_18    41.0     119.433420
    6  2018_09_03  07_48_28    51.0     119.432720
    7  2018_09_03  07_48_38    61.0     119.431570
    8  2018_09_03  07_48_48    71.0     119.431430
    9  2018_09_03  07_48_58    81.0     119.430520
   10  2018_09_03  07_49_08    91.0     119.429810
   11  2018_09_03  07_49_18   101.0     119.429400
   12  2018_09_03  07_49_28   111.0     119.429280
   13  2018_09_03  07_49_38   121.0     119.428370
   14  2018_09_03  07_49_48   131.0     119.427550
   15  2018_09_03  07_49_58   141.0     119.427170
   16  2018_09_03  07_50_08   151.0     119.426760
   17  2018_09_03  07_50_18   161.0     119.425960
   18  2018_09_03  07_50_28   171.0     119.425670
   19  2018_09_03  07_50_38   181.0     119.425640
   20  2018_09_03  07_50_48   191.0     119.424910
   21  2018_09_03  07_50_58   201.0     119.424410
   22  2018_09_03  07_51_08   211.0     119.423700
   23  2018_09_03  07_51_18   221.0     119.423120
   24  2018_09_03  07_51_28   231.0     119.423120
   25  2018_09_03  07_51_38   241.0     119.422730
   26  2018_09_03  07_51_48   251.0     119.421970
   27  2018_09_03  07_51_58   261.0     119.421880
   28  2018_09_03  07_52_08   271.0     119.421350
   29  2018_09_03  07_52_18   281.0     119.421030
   30  2018_09_03  07_52_28   291.0     119.420740
   31  2018_09_03  07_52_38   301.0     119.420620
   32  2018_09_03  07_52_48   311.0     119.420240
   33  2018_09_03  07_52_58   321.0     119.419800
   34  2018_09_03  07_53_08   331.0     119.419150
   35  2018_09_03  07_53_18   341.0     119.418740
   36  2018_09_03  07_53_28   351.0     119.418680
   37  2018_09_03  07_53_38   361.0     119.418150
   38  2018_09_03  07_53_48   371.0     119.417540
   39  2018_09_03  07_53_58   381.0     119.417560
   40  2018_09_03  07_54_08   391.0     119.417540
   41  2018_09_03  07_54_18   401.0     119.417270
   42  2018_09_03  07_54_28   411.0     119.416950
   43  2018_09_03  07_54_38   421.0     119.416830
   44  2018_09_03  07_54_48   431.0     119.416270
   45  2018_09_03  07_54_58   441.0     119.416300
   46  2018_09_03  07_55_08   451.0     119.416100
   47  2018_09_03  07_55_18   461.0     119.415630
   48  2018_09_03  07_55_28   471.0     119.415510
   49  2018_09_03  07_55_38   481.0     119.415710
   50  2018_09_03  07_55_48   491.0     119.415190
   51  2018_09_03  07_55_58   501.0     119.415040
   52  2018_09_03  07_56_08   511.0     119.415160
   53  2018_09_03  07_56_18   521.0     119.415100
   54  2018_09_03  07_56_28   531.0     119.414600
   55  2018_09_03  07_56_38   541.0     119.414480
   56  2018_09_03  07_56_48   551.0     119.414310
   57  2018_09_03  07_56_58   561.0     119.414040
   58  2018_09_03  07_57_08   571.0     119.414160
   59  2018_09_03  07_57_18   581.0     119.413950
   60  2018_09_03  07_57_28   591.0     119.413660
   61  2018_09_03  07_57_38   601.0     119.413750
   62  2018_09_03  07_57_48   611.0     119.413040
   63  2018_09_03  07_57_58   621.0     119.413690
   64  2018_09_03  07_58_08   631.0     119.413390
   65  2018_09_03  07_58_18   641.0     119.413250
   66  2018_09_03  07_58_28   651.0     119.412400
   67  2018_09_03  07_58_38   661.0     119.412040
   68  2018_09_03  07_58_48   671.0     119.412450
   69  2018_09_03  07_58_58   681.0     119.412430
   70  2018_09_03  07_59_08   691.0     119.411840
   71  2018_09_03  07_59_18   701.0     119.411660
   72  2018_09_03  07_59_28   711.0     119.411690
   73  2018_09_03  07_59_38   721.0     119.411370
   74  2018_09_03  07_59_48   731.0     119.411400
   75  2018_09_03  07_59_58   741.0     119.411460
   76  2018_09_03  08_00_08   751.0     119.410930
   77  2018_09_03  08_00_18   761.0     119.410550
   78  2018_09_03  08_00_28   771.0     119.410750
   79  2018_09_03  08_00_38   781.0     119.410780
   80  2018_09_03  08_00_48   791.0     119.410460
   81  2018_09_03  08_00_58   801.0     119.409960
   82  2018_09_03  08_01_08   811.0     119.410250
   83  2018_09_03  08_01_18   821.0     119.410160
   84  2018_09_03  08_01_28   831.0     119.410190
   85  2018_09_03  08_01_38   841.0     119.410020
   86  2018_09_03  08_01_48   851.0     119.410020
   87  2018_09_03  08_01_58   861.0     119.410020
   88  2018_09_03  08_02_08   871.0     119.409960
   89  2018_09_03  08_02_18   881.0     119.410050
   90  2018_09_03  08_02_28   891.0     119.409690
   91  2018_09_03  08_02_38   901.0     119.410160
   92  2018_09_03  08_02_48   911.0     119.409840
   93  2018_09_03  08_02_58   921.0     119.410110
   94  2018_09_03  08_03_08   931.0     119.410050
   95  2018_09_03  08_03_18   941.0     119.409870
   96  2018_09_03  08_03_28   951.0     119.409990
   97  2018_09_03  08_03_38   961.0     119.409580
   98  2018_09_03  08_03_48   971.0     119.409370
   99  2018_09_03  08_03_58   981.0     119.409490
  100  2018_09_03  08_04_08   991.0     119.409370
  101  2018_09_03  08_04_18  1001.0     119.409460
  102  2018_09_03  08_04_28  1011.0     119.409520
  103  2018_09_03  08_04_38  1021.0     119.409580
  104  2018_09_03  08_04_48  1031.0     119.409280
  105  2018_09_03  08_04_58  1041.0     119.408930
  106  2018_09_03  08_05_08  1051.0     119.409110
  107  2018_09_03  08_05_18  1061.0     119.408840
  108  2018_09_03  08_05_28  1071.0     119.408720
  109  2018_09_03  08_05_38  1081.0     119.408990
  110  2018_09_03  08_05_48  1091.0     119.408430
  111  2018_09_03  08_05_58  1101.0     119.408310
  112  2018_09_03  08_06_08  1111.0     119.408580
  113  2018_09_03  08_06_18  1121.0     119.408230
  114  2018_09_03  08_06_28  1131.0     119.408780
  115  2018_09_03  08_06_38  1141.0     119.408720
  116  2018_09_03  08_06_48  1151.0     119.408840
  117  2018_09_03  08_06_58  1161.0     119.408200
  118  2018_09_03  08_07_08  1171.0     119.408720
  119  2018_09_03  08_07_18  1181.0     119.408400
  120  2018_09_03  08_07_28  1191.0     119.408140
  121  2018_09_03  08_07_38  1201.0     119.408170
  122  2018_09_03  08_07_48  1211.0     119.408110
  123  2018_09_03  08_07_58  1221.0     119.408200
  124  2018_09_03  08_08_08  1231.0     119.408310
  125  2018_09_03  08_08_18  1241.0     119.407990
  126  2018_09_03  08_08_28  1251.0     119.408260
  127  2018_09_03  08_08_38  1261.0     119.407810
  128  2018_09_03  08_08_48  1271.0     119.408340
  129  2018_09_03  08_08_58  1281.0     119.408200
  130  2018_09_03  08_09_08  1291.0     119.407870
