Pt.        Date      Time        RT/s       R/Omiga    
    1  2018_09_04  08_19_27     0.0     127.131700
    2  2018_09_04  08_19_37    10.0     127.135200
    3  2018_09_04  08_19_47    20.0     127.137200
    4  2018_09_04  08_19_57    30.0     127.136900
    5  2018_09_04  08_20_07    40.0     127.136600
    6  2018_09_04  08_20_17    50.0     127.135500
    7  2018_09_04  08_20_27    60.0     127.134300
    8  2018_09_04  08_20_37    70.0     127.132800
    9  2018_09_04  08_20_47    80.0     127.131900
   10  2018_09_04  08_20_57    90.0     127.129600
   11  2018_09_04  08_21_07   100.0     127.128100
   12  2018_09_04  08_21_17   110.0     127.126100
   13  2018_09_04  08_21_27   120.0     127.126100
   14  2018_09_04  08_21_37   130.0     127.124000
   15  2018_09_04  08_21_47   140.0     127.123100
   16  2018_09_04  08_21_57   150.0     127.121400
   17  2018_09_04  08_22_07   160.0     127.121400
   18  2018_09_04  08_22_17   170.0     127.119900
   19  2018_09_04  08_22_27   180.0     127.119000
   20  2018_09_04  08_22_37   190.0     127.118100
   21  2018_09_04  08_22_47   200.0     127.116700
   22  2018_09_04  08_22_57   210.0     127.117500
   23  2018_09_04  08_23_07   220.0     127.116400
   24  2018_09_04  08_23_17   230.0     127.116100
   25  2018_09_04  08_23_27   240.0     127.115200
   26  2018_09_04  08_23_37   250.0     127.114600
   27  2018_09_04  08_23_47   260.0     127.114900
   28  2018_09_04  08_23_57   270.0     127.114300
   29  2018_09_04  08_24_07   280.0     127.114000
   30  2018_09_04  08_24_17   290.0     127.114000
   31  2018_09_04  08_24_27   300.0     127.114000
   32  2018_09_04  08_24_37   310.0     127.114300
   33  2018_09_04  08_24_47   320.0     127.113700
   34  2018_09_04  08_24_57   330.0     127.114000
   35  2018_09_04  08_25_07   340.0     127.113100
   36  2018_09_04  08_25_17   350.0     127.112800
   37  2018_09_04  08_25_27   360.0     127.113100
   38  2018_09_04  08_25_37   370.0     127.112800
   39  2018_09_04  08_25_47   380.0     127.113700
   40  2018_09_04  08_25_57   390.0     127.113400
   41  2018_09_04  08_26_07   400.0     127.112800
   42  2018_09_04  08_26_17   410.0     127.112500
   43  2018_09_04  08_26_27   420.0     127.113400
   44  2018_09_04  08_26_37   430.0     127.113100
   45  2018_09_04  08_26_47   440.0     127.113100
   46  2018_09_04  08_26_57   450.0     127.113400
   47  2018_09_04  08_27_07   460.0     127.112300
   48  2018_09_04  08_27_17   470.0     127.112800
   49  2018_09_04  08_27_27   480.0     127.113100
   50  2018_09_04  08_27_37   490.0     127.114300
   51  2018_09_04  08_27_47   500.0     127.113100
   52  2018_09_04  08_27_57   510.0     127.112800
   53  2018_09_04  08_28_07   520.0     127.113100
   54  2018_09_04  08_28_17   530.0     127.113400
   55  2018_09_04  08_28_27   540.0     127.112800
   56  2018_09_04  08_28_37   550.0     127.113100
   57  2018_09_04  08_28_47   560.0     127.113100
   58  2018_09_04  08_28_57   570.0     127.113100
   59  2018_09_04  08_29_07   580.0     127.113400
   60  2018_09_04  08_29_17   590.0     127.113100
   61  2018_09_04  08_29_27   600.0     127.113400
   62  2018_09_04  08_29_37   610.0     127.113100
   63  2018_09_04  08_29_47   620.0     127.112500
   64  2018_09_04  08_29_57   630.0     127.112800
   65  2018_09_04  08_30_07   640.0     127.113100
   66  2018_09_04  08_30_17   650.0     127.112500
   67  2018_09_04  08_30_27   660.0     127.113100
   68  2018_09_04  08_30_37   670.0     127.113100
   69  2018_09_04  08_30_47   680.0     127.113100
   70  2018_09_04  08_30_57   690.0     127.113400
   71  2018_09_04  08_31_07   700.0     127.113100
   72  2018_09_04  08_31_17   710.0     127.113100
   73  2018_09_04  08_31_27   720.0     127.113100
   74  2018_09_04  08_31_37   730.0     127.113100
   75  2018_09_04  08_31_47   740.0     127.113400
   76  2018_09_04  08_31_57   750.0     127.113100
   77  2018_09_04  08_32_07   760.0     127.112800
   78  2018_09_04  08_32_17   770.0     127.113400
   79  2018_09_04  08_32_27   780.0     127.113100
   80  2018_09_04  08_32_37   790.0     127.112800
   81  2018_09_04  08_32_47   800.0     127.112500
   82  2018_09_04  08_32_57   810.0     127.112800
   83  2018_09_04  08_33_07   820.0     127.112500
   84  2018_09_04  08_33_17   830.0     127.112500
   85  2018_09_04  08_33_27   840.0     127.112800
   86  2018_09_04  08_33_37   850.0     127.112300
   87  2018_09_04  08_33_47   860.0     127.112800
   88  2018_09_04  08_33_57   870.0     127.113100
   89  2018_09_04  08_34_07   880.0     127.112800
   90  2018_09_04  08_34_17   890.0     127.112800
   91  2018_09_04  08_34_27   900.0     127.112500
   92  2018_09_04  08_34_37   910.0     127.113100
   93  2018_09_04  08_34_47   920.0     127.113400
   94  2018_09_04  08_34_57   930.0     127.113400
   95  2018_09_04  08_35_07   940.0     127.112800
   96  2018_09_04  08_35_17   950.0     127.113100
   97  2018_09_04  08_35_27   960.0     127.113400
   98  2018_09_04  08_35_37   970.0     127.112300
   99  2018_09_04  08_35_47   980.0     127.114000
  100  2018_09_04  08_35_57   990.0     127.113400
  101  2018_09_04  08_36_07  1000.0     127.113100
  102  2018_09_04  08_36_17  1010.0     127.113400
  103  2018_09_04  08_36_27  1020.0     127.113400
  104  2018_09_04  08_36_37  1030.0     127.113400
  105  2018_09_04  08_36_47  1040.0     127.113100
  106  2018_09_04  08_36_57  1050.0     127.113100
  107  2018_09_04  08_37_07  1060.0     127.113400
  108  2018_09_04  08_37_17  1070.0     127.113100
  109  2018_09_04  08_37_27  1080.0     127.113100
  110  2018_09_04  08_37_37  1090.0     127.113100
  111  2018_09_04  08_37_47  1100.0     127.113100
  112  2018_09_04  08_37_57  1110.0     127.113400
  113  2018_09_04  08_38_07  1120.0     127.112800
  114  2018_09_04  08_38_17  1130.0     127.113400
  115  2018_09_04  08_38_27  1140.0     127.113100
  116  2018_09_04  08_38_37  1150.0     127.113700
  117  2018_09_04  08_38_47  1160.0     127.113700
  118  2018_09_04  08_38_57  1170.0     127.113400
  119  2018_09_04  08_39_07  1180.0     127.113400
  120  2018_09_04  08_39_17  1190.0     127.112300
  121  2018_09_04  08_39_27  1200.0     127.113400
  122  2018_09_04  08_39_37  1210.0     127.112800
  123  2018_09_04  08_39_47  1220.0     127.112300
  124  2018_09_04  08_39_57  1230.0     127.114000
  125  2018_09_04  08_40_07  1240.0     127.113100
  126  2018_09_04  08_40_17  1250.0     127.113400
  127  2018_09_04  08_40_27  1260.0     127.114300
  128  2018_09_04  08_40_37  1270.0     127.114000
