Pt.	Date	Time	RT/s	R/Omiga	
	5340	2018_02_14	07_42_03	33010	107.64013
	5341	2018_02_14	07_42_13	33000	107.64089
	5342	2018_02_14	07_42_23	32990	107.64048
	5343	2018_02_14	07_42_33	32980	107.64027
	5344	2018_02_14	07_42_43	32970	107.64063
	5345	2018_02_14	07_42_53	32960	107.64027
	5346	2018_02_14	07_43_03	32950	107.6403
	5347	2018_02_14	07_43_13	32940	107.64036
	5348	2018_02_14	07_43_23	32930	107.64033
	5349	2018_02_14	07_43_33	32920	107.64001
	5350	2018_02_14	07_43_43	32910	107.64083
	5351	2018_02_14	07_43_53	32900	107.64036
	5352	2018_02_14	07_44_03	32890	107.64054
	5353	2018_02_14	07_44_13	32880	107.63995
	5354	2018_02_14	07_44_23	32870	107.64027
	5355	2018_02_14	07_44_33	32860	107.6403
	5356	2018_02_14	07_44_43	32850	107.64001
	5357	2018_02_14	07_44_53	32840	107.63995
	5358	2018_02_14	07_45_03	32830	107.63969
	5359	2018_02_14	07_45_13	32820	107.64016
	5360	2018_02_14	07_45_23	32810	107.6403
	5361	2018_02_14	07_45_33	32800	107.64054
	5362	2018_02_14	07_45_43	32790	107.64021
	5363	2018_02_14	07_45_53	32780	107.64013
	5364	2018_02_14	07_46_03	32770	107.64063
	5365	2018_02_14	07_46_13	32760	107.64021
	5366	2018_02_14	07_46_23	32750	107.6408
	5367	2018_02_14	07_46_33	32740	107.64054
	5368	2018_02_14	07_46_43	32730	107.64086
	5369	2018_02_14	07_46_53	32720	107.6403
	5370	2018_02_14	07_47_03	32710	107.64068
	5371	2018_02_14	07_47_13	32700	107.6408
	5372	2018_02_14	07_47_23	32690	107.6408
	5373	2018_02_14	07_47_33	32680	107.64121
	5374	2018_02_14	07_47_43	32670	107.6406
	5375	2018_02_14	07_47_53	32660	107.64016
	5376	2018_02_14	07_48_03	32650	107.64001
	5377	2018_02_14	07_48_13	32640	107.63977
	5378	2018_02_14	07_48_23	32630	107.64001
	5379	2018_02_14	07_48_33	32620	107.6398
	5380	2018_02_14	07_48_43	32610	107.63963
	5381	2018_02_14	07_48_53	32600	107.63957
	5382	2018_02_14	07_49_03	32590	107.63974
	5383	2018_02_14	07_49_13	32580	107.63924
	5384	2018_02_14	07_49_23	32570	107.63963
	5385	2018_02_14	07_49_33	32560	107.63904
	5386	2018_02_14	07_49_43	32550	107.63878
	5387	2018_02_14	07_49_53	32540	107.63924
	5388	2018_02_14	07_50_03	32530	107.63936
	5389	2018_02_14	07_50_13	32520	107.63939
	5390	2018_02_14	07_50_23	32510	107.63892
	5391	2018_02_14	07_50_33	32500	107.63875
	5392	2018_02_14	07_50_43	32490	107.63951
	5393	2018_02_14	07_50_53	32480	107.63927
	5394	2018_02_14	07_51_03	32470	107.63889
	5395	2018_02_14	07_51_13	32460	107.63872
	5396	2018_02_14	07_51_23	32450	107.63836
	5397	2018_02_14	07_51_33	32440	107.63907
	5398	2018_02_14	07_51_43	32430	107.63913
	5399	2018_02_14	07_51_53	32420	107.63886
	5400	2018_02_14	07_52_03	32410	107.63836
	5401	2018_02_14	07_52_13	32400	107.63854
	5402	2018_02_14	07_52_23	32390	107.63872
	5403	2018_02_14	07_52_33	32380	107.63886
	5404	2018_02_14	07_52_43	32370	107.63913
	5405	2018_02_14	07_52_53	32360	107.63872
	5406	2018_02_14	07_53_03	32350	107.63866
	5407	2018_02_14	07_53_13	32340	107.6391
	5408	2018_02_14	07_53_23	32330	107.63833
	5409	2018_02_14	07_53_33	32320	107.6386
	5410	2018_02_14	07_53_43	32310	107.63869
	5411	2018_02_14	07_53_53	32300	107.63872
	5412	2018_02_14	07_54_03	32290	107.63854
	5413	2018_02_14	07_54_13	32280	107.63845
	5414	2018_02_14	07_54_23	32270	107.63857
	5415	2018_02_14	07_54_33	32260	107.63851
	5416	2018_02_14	07_54_43	32250	107.63866
	5417	2018_02_14	07_54_53	32240	107.63831
	5418	2018_02_14	07_55_03	32230	107.63801
	5419	2018_02_14	07_55_13	32220	107.63772
	5420	2018_02_14	07_55_23	32210	107.63825
	5421	2018_02_14	07_55_33	32200	107.63792
	5422	2018_02_14	07_55_43	32190	107.63804
	5423	2018_02_14	07_55_53	32180	107.63804
	5424	2018_02_14	07_56_03	32170	107.63833
	5425	2018_02_14	07_56_13	32160	107.63822
	5426	2018_02_14	07_56_23	32150	107.63804
	5427	2018_02_14	07_56_33	32140	107.63828
	5428	2018_02_14	07_56_43	32130	107.63795
	5429	2018_02_14	07_56_53	32120	107.63804
	5430	2018_02_14	07_57_03	32110	107.63878
	5431	2018_02_14	07_57_13	32100	107.63907
	5432	2018_02_14	07_57_23	32090	107.63919
	5433	2018_02_14	07_57_33	32080	107.63913
	5434	2018_02_14	07_57_43	32070	107.63939
	5435	2018_02_14	07_57_53	32060	107.63971
	5436	2018_02_14	07_58_03	32050	107.63939
	5437	2018_02_14	07_58_13	32040	107.63951
	5438	2018_02_14	07_58_23	32030	107.64039
	5439	2018_02_14	07_58_33	32020	107.63942
	5440	2018_02_14	07_58_43	32010	107.63971
	5441	2018_02_14	07_58_53	32000	107.6396
	5442	2018_02_14	07_59_03	31990	107.63983
	5443	2018_02_14	07_59_13	31980	107.6398
	5444	2018_02_14	07_59_23	31970	107.64007
	5445	2018_02_14	07_59_33	31960	107.63966
	5446	2018_02_14	07_59_43	31950	107.63983
	5447	2018_02_14	07_59_53	31940	107.64033
	5448	2018_02_14	08_00_03	31930	107.64039
	5449	2018_02_14	08_00_13	31920	107.64001
	5450	2018_02_14	08_00_23	31910	107.64018
	5451	2018_02_14	08_00_33	31900	107.64033
	5452	2018_02_14	08_00_43	31890	107.64054
	5453	2018_02_14	08_00_53	31880	107.64077
	5454	2018_02_14	08_01_03	31870	107.64042
	5455	2018_02_14	08_01_13	31860	107.64051
	5456	2018_02_14	08_01_23	31850	107.64016
	5457	2018_02_14	08_01_33	31840	107.63989
	5458	2018_02_14	08_01_43	31830	107.64054
	5459	2018_02_14	08_01_53	31820	107.64018
	5460	2018_02_14	08_02_03	31810	107.64074
	5461	2018_02_14	08_02_13	31800	107.64048
	5462	2018_02_14	08_02_23	31790	107.64051
	5463	2018_02_14	08_02_33	31780	107.64068
	5464	2018_02_14	08_02_43	31770	107.6406
	5465	2018_02_14	08_02_53	31760	107.64057
	5466	2018_02_14	08_03_03	31750	107.6408
	5467	2018_02_14	08_03_13	31740	107.64042
	5468	2018_02_14	08_03_23	31730	107.64074
	5469	2018_02_14	08_03_33	31720	107.6411
	5470	2018_02_14	08_03_43	31710	107.64042
	5471	2018_02_14	08_03_53	31700	107.64095
	5472	2018_02_14	08_04_03	31690	107.64054
	5473	2018_02_14	08_04_13	31680	107.64101
	5474	2018_02_14	08_04_23	31670	107.64063
	5475	2018_02_14	08_04_33	31660	107.64115
	5476	2018_02_14	08_04_43	31650	107.64074
	5477	2018_02_14	08_04_53	31640	107.64089
	5478	2018_02_14	08_05_03	31630	107.64048
	5479	2018_02_14	08_05_13	31620	107.6408
	5480	2018_02_14	08_05_23	31610	107.64074
	5481	2018_02_14	08_05_33	31600	107.64095
	5482	2018_02_14	08_05_43	31590	107.64098
	5483	2018_02_14	08_05_53	31580	107.64065
	5484	2018_02_14	08_06_03	31570	107.64118
	5485	2018_02_14	08_06_13	31560	107.64033
	5486	2018_02_14	08_06_23	31550	107.64095
	5487	2018_02_14	08_06_33	31540	107.64098
	5488	2018_02_14	08_06_43	31530	107.64065
	5489	2018_02_14	08_06_53	31520	107.64142
	5490	2018_02_14	08_07_03	31510	107.64121
	5491	2018_02_14	08_07_13	31500	107.64127
	5492	2018_02_14	08_07_23	31490	107.6408
	5493	2018_02_14	08_07_33	31480	107.64071
	5494	2018_02_14	08_07_43	31470	107.64086
	5495	2018_02_14	08_07_53	31460	107.64115
	5496	2018_02_14	08_08_03	31450	107.64136
	5497	2018_02_14	08_08_13	31440	107.64089
	5498	2018_02_14	08_08_23	31430	107.64112
	5499	2018_02_14	08_08_33	31420	107.64036
	5500	2018_02_14	08_08_43	31410	107.64092
	5501	2018_02_14	08_08_53	31400	107.64054
	5502	2018_02_14	08_09_03	31390	107.6408
	5503	2018_02_14	08_09_13	31380	107.64095
	5504	2018_02_14	08_09_23	31370	107.64098
	5505	2018_02_14	08_09_33	31360	107.64089
	5506	2018_02_14	08_09_43	31350	107.64083
	5507	2018_02_14	08_09_53	31340	107.64083
	5508	2018_02_14	08_10_03	31330	107.64095
	5509	2018_02_14	08_10_13	31320	107.64095
	5510	2018_02_14	08_10_23	31310	107.64054
	5511	2018_02_14	08_10_33	31300	107.64107
	5512	2018_02_14	08_10_43	31290	107.64101
	5513	2018_02_14	08_10_53	31280	107.64104
	5514	2018_02_14	08_11_03	31270	107.64054
	5515	2018_02_14	08_11_13	31260	107.64077
	5516	2018_02_14	08_11_23	31250	107.64057
	5517	2018_02_14	08_11_33	31240	107.64065
	5518	2018_02_14	08_11_43	31230	107.64048
	5519	2018_02_14	08_11_53	31220	107.64107
	5520	2018_02_14	08_12_03	31210	107.6411
	5521	2018_02_14	08_12_13	31200	107.64054
	5522	2018_02_14	08_12_23	31190	107.64118
	5523	2018_02_14	08_12_33	31180	107.64095
	5524	2018_02_14	08_12_43	31170	107.6411
	5525	2018_02_14	08_12_53	31160	107.64104
	5526	2018_02_14	08_13_03	31150	107.64098
	5527	2018_02_14	08_13_13	31140	107.64104
	5528	2018_02_14	08_13_23	31130	107.64086
	5529	2018_02_14	08_13_33	31120	107.64077
	5530	2018_02_14	08_13_43	31110	107.64104
	5531	2018_02_14	08_13_53	31100	107.64151
	5532	2018_02_14	08_14_03	31090	107.64086
	5533	2018_02_14	08_14_13	31080	107.64118
	5534	2018_02_14	08_14_23	31070	107.64121
	5535	2018_02_14	08_14_33	31060	107.64148
	5536	2018_02_14	08_14_43	31050	107.64162
	5537	2018_02_14	08_14_53	31040	107.64112
	5538	2018_02_14	08_15_03	31030	107.64162
	5539	2018_02_14	08_15_13	31020	107.6411
	5540	2018_02_14	08_15_23	31010	107.64168
	5541	2018_02_14	08_15_33	31000	107.64159
	5542	2018_02_14	08_15_43	30990	107.64115
	5543	2018_02_14	08_15_53	30980	107.64095
	5544	2018_02_14	08_16_03	30970	107.64142
	5545	2018_02_14	08_16_13	30960	107.64145
	5546	2018_02_14	08_16_23	30950	107.64142
	5547	2018_02_14	08_16_33	30940	107.64133
	5548	2018_02_14	08_16_43	30930	107.64145
	5549	2018_02_14	08_16_53	30920	107.64118
	5550	2018_02_14	08_17_03	30910	107.64118
	5551	2018_02_14	08_17_13	30900	107.6418
	5552	2018_02_14	08_17_23	30890	107.64154
	5553	2018_02_14	08_17_33	30880	107.64145
	5554	2018_02_14	08_17_43	30870	107.6413
	5555	2018_02_14	08_17_53	30860	107.64142
	5556	2018_02_14	08_18_03	30850	107.64112
	5557	2018_02_14	08_18_13	30840	107.6411
	5558	2018_02_14	08_18_23	30830	107.64089
	5559	2018_02_14	08_18_33	30820	107.64101
	5560	2018_02_14	08_18_43	30810	107.64092
	5561	2018_02_14	08_18_53	30800	107.64118
	5562	2018_02_14	08_19_03	30790	107.64112
	5563	2018_02_14	08_19_13	30780	107.64104
	5564	2018_02_14	08_19_23	30770	107.6413
	5565	2018_02_14	08_19_33	30760	107.64036
	5566	2018_02_14	08_19_43	30750	107.64063
	5567	2018_02_14	08_19_53	30740	107.64071
	5568	2018_02_14	08_20_03	30730	107.64083
	5569	2018_02_14	08_20_13	30720	107.64051
	5570	2018_02_14	08_20_23	30710	107.64065
	5571	2018_02_14	08_20_33	30700	107.64033
	5572	2018_02_14	08_20_43	30690	107.64054
	5573	2018_02_14	08_20_53	30680	107.64045
	5574	2018_02_14	08_21_03	30670	107.64077
	5575	2018_02_14	08_21_13	30660	107.64007
	5576	2018_02_14	08_21_23	30650	107.64045
	5577	2018_02_14	08_21_33	30640	107.64021
	5578	2018_02_14	08_21_43	30630	107.64051
	5579	2018_02_14	08_21_53	30620	107.64051
	5580	2018_02_14	08_22_03	30610	107.64045
	5581	2018_02_14	08_22_13	30600	107.64013
	5582	2018_02_14	08_22_23	30590	107.6401
	5583	2018_02_14	08_22_33	30580	107.64016
	5584	2018_02_14	08_22_43	30570	107.64054
	5585	2018_02_14	08_22_53	30560	107.64004
	5586	2018_02_14	08_23_03	30550	107.64027
	5587	2018_02_14	08_23_13	30540	107.6401
	5588	2018_02_14	08_23_23	30530	107.64057
	5589	2018_02_14	08_23_33	30520	107.64004
	5590	2018_02_14	08_23_43	30510	107.64033
	5591	2018_02_14	08_23_53	30500	107.64036
	5592	2018_02_14	08_24_03	30490	107.64004
	5593	2018_02_14	08_24_13	30480	107.64036
	5594	2018_02_14	08_24_23	30470	107.64051
	5595	2018_02_14	08_24_33	30460	107.63995
	5596	2018_02_14	08_24_43	30450	107.64054
	5597	2018_02_14	08_24_53	30440	107.64039
	5598	2018_02_14	08_25_03	30430	107.64016
	5599	2018_02_14	08_25_13	30420	107.63992
	5600	2018_02_14	08_25_23	30410	107.64007
	5601	2018_02_14	08_25_33	30400	107.64024
	5602	2018_02_14	08_25_43	30390	107.64018
	5603	2018_02_14	08_25_53	30380	107.63989
	5604	2018_02_14	08_26_03	30370	107.63995
	5605	2018_02_14	08_26_13	30360	107.6401
	5606	2018_02_14	08_26_23	30350	107.63951
	5607	2018_02_14	08_26_33	30340	107.64018
	5608	2018_02_14	08_26_43	30330	107.6403
	5609	2018_02_14	08_26_53	30320	107.63948
	5610	2018_02_14	08_27_03	30310	107.63986
	5611	2018_02_14	08_27_13	30300	107.6401
	5612	2018_02_14	08_27_23	30290	107.64045
	5613	2018_02_14	08_27_33	30280	107.63986
	5614	2018_02_14	08_27_43	30270	107.6403
	5615	2018_02_14	08_27_53	30260	107.63977
	5616	2018_02_14	08_28_03	30250	107.64001
	5617	2018_02_14	08_28_13	30240	107.6403
	5618	2018_02_14	08_28_23	30230	107.64018
	5619	2018_02_14	08_28_33	30220	107.64021
	5620	2018_02_14	08_28_43	30210	107.64007
	5621	2018_02_14	08_28_53	30200	107.64021
	5622	2018_02_14	08_29_03	30190	107.64001
	5623	2018_02_14	08_29_13	30180	107.6401
	5624	2018_02_14	08_29_23	30170	107.64039
	5625	2018_02_14	08_29_33	30160	107.63974
	5626	2018_02_14	08_29_43	30150	107.64039
	5627	2018_02_14	08_29_53	30140	107.63989
	5628	2018_02_14	08_30_03	30130	107.64013
	5629	2018_02_14	08_30_13	30120	107.64065
	5630	2018_02_14	08_30_23	30110	107.63998
	5631	2018_02_14	08_30_33	30100	107.63995
	5632	2018_02_14	08_30_43	30090	107.64021
	5633	2018_02_14	08_30_53	30080	107.63995
	5634	2018_02_14	08_31_03	30070	107.64001
	5635	2018_02_14	08_31_13	30060	107.6403
	5636	2018_02_14	08_31_23	30050	107.64024
	5637	2018_02_14	08_31_33	30040	107.64045
	5638	2018_02_14	08_31_43	30030	107.6401
	5639	2018_02_14	08_31_53	30020	107.64054
	5640	2018_02_14	08_32_03	30010	107.64016
	5641	2018_02_14	08_32_13	30000	107.64013
	5642	2018_02_14	08_32_23	29990	107.64007
	5643	2018_02_14	08_32_33	29980	107.64042
	5644	2018_02_14	08_32_43	29970	107.64016
	5645	2018_02_14	08_32_53	29960	107.64051
	5646	2018_02_14	08_33_03	29950	107.64018
	5647	2018_02_14	08_33_13	29940	107.64027
	5648	2018_02_14	08_33_23	29930	107.64042
	5649	2018_02_14	08_33_33	29920	107.64068
	5650	2018_02_14	08_33_43	29910	107.64042
	5651	2018_02_14	08_33_53	29900	107.64057
	5652	2018_02_14	08_34_03	29890	107.64045
	5653	2018_02_14	08_34_13	29880	107.64074
	5654	2018_02_14	08_34_23	29870	107.64054
	5655	2018_02_14	08_34_33	29860	107.6406
	5656	2018_02_14	08_34_43	29850	107.64112
	5657	2018_02_14	08_34_53	29840	107.64063
	5658	2018_02_14	08_35_03	29830	107.64077
	5659	2018_02_14	08_35_13	29820	107.64086
	5660	2018_02_14	08_35_23	29810	107.64107
	5661	2018_02_14	08_35_33	29800	107.64086
	5662	2018_02_14	08_35_43	29790	107.64124
	5663	2018_02_14	08_35_53	29780	107.6406
	5664	2018_02_14	08_36_03	29770	107.64095
	5665	2018_02_14	08_36_13	29760	107.64065
	5666	2018_02_14	08_36_23	29750	107.64083
	5667	2018_02_14	08_36_33	29740	107.64054
	5668	2018_02_14	08_36_43	29730	107.64092
	5669	2018_02_14	08_36_53	29720	107.64057
	5670	2018_02_14	08_37_03	29710	107.64036
	5671	2018_02_14	08_37_13	29700	107.64086
	5672	2018_02_14	08_37_23	29690	107.64018
	5673	2018_02_14	08_37_33	29680	107.64045
	5674	2018_02_14	08_37_43	29670	107.64057
	5675	2018_02_14	08_37_53	29660	107.64004
	5676	2018_02_14	08_38_03	29650	107.64001
	5677	2018_02_14	08_38_13	29640	107.6403
	5678	2018_02_14	08_38_23	29630	107.6403
	5679	2018_02_14	08_38_33	29620	107.64016
	5680	2018_02_14	08_38_43	29610	107.64036
	5681	2018_02_14	08_38_53	29600	107.63969
	5682	2018_02_14	08_39_03	29590	107.64007
	5683	2018_02_14	08_39_13	29580	107.6403
	5684	2018_02_14	08_39_23	29570	107.64013
	5685	2018_02_14	08_39_33	29560	107.6406
	5686	2018_02_14	08_39_43	29550	107.6403
	5687	2018_02_14	08_39_53	29540	107.64083
	5688	2018_02_14	08_40_03	29530	107.64063
	5689	2018_02_14	08_40_13	29520	107.64071
	5690	2018_02_14	08_40_23	29510	107.64048
	5691	2018_02_14	08_40_33	29500	107.64074
	5692	2018_02_14	08_40_43	29490	107.64074
	5693	2018_02_14	08_40_53	29480	107.64039
	5694	2018_02_14	08_41_03	29470	107.64092
	5695	2018_02_14	08_41_13	29460	107.64057
	5696	2018_02_14	08_41_23	29450	107.6406
	5697	2018_02_14	08_41_33	29440	107.64045
	5698	2018_02_14	08_41_43	29430	107.64054
	5699	2018_02_14	08_41_53	29420	107.64077
	5700	2018_02_14	08_42_03	29410	107.64068
	5701	2018_02_14	08_42_13	29400	107.64086
	5702	2018_02_14	08_42_23	29390	107.64051
	5703	2018_02_14	08_42_33	29380	107.64077
	5704	2018_02_14	08_42_43	29370	107.64024
	5705	2018_02_14	08_42_53	29360	107.64092
	5706	2018_02_14	08_43_03	29350	107.6411
	5707	2018_02_14	08_43_13	29340	107.64112
	5708	2018_02_14	08_43_23	29330	107.6406
	5709	2018_02_14	08_43_33	29320	107.64089
	5710	2018_02_14	08_43_43	29310	107.64057
	5711	2018_02_14	08_43_53	29300	107.64098
	5712	2018_02_14	08_44_03	29290	107.64118
	5713	2018_02_14	08_44_13	29280	107.64089
	5714	2018_02_14	08_44_23	29270	107.64077
	5715	2018_02_14	08_44_33	29260	107.6411
	5716	2018_02_14	08_44_43	29250	107.64133
	5717	2018_02_14	08_44_53	29240	107.64127
	5718	2018_02_14	08_45_03	29230	107.64089
	5719	2018_02_14	08_45_13	29220	107.64142
	5720	2018_02_14	08_45_23	29210	107.64133
	5721	2018_02_14	08_45_33	29200	107.64121
	5722	2018_02_14	08_45_43	29190	107.64151
	5723	2018_02_14	08_45_53	29180	107.64139
	5724	2018_02_14	08_46_03	29170	107.64086
	5725	2018_02_14	08_46_13	29160	107.64063
	5726	2018_02_14	08_46_23	29150	107.6411
	5727	2018_02_14	08_46_33	29140	107.64154
	5728	2018_02_14	08_46_43	29130	107.64139
	5729	2018_02_14	08_46_53	29120	107.64101
	5730	2018_02_14	08_47_03	29110	107.6411
	5731	2018_02_14	08_47_13	29100	107.64098
	5732	2018_02_14	08_47_23	29090	107.64127
	5733	2018_02_14	08_47_33	29080	107.64136
	5734	2018_02_14	08_47_43	29070	107.64104
	5735	2018_02_14	08_47_53	29060	107.64098
	5736	2018_02_14	08_48_03	29050	107.64057
	5737	2018_02_14	08_48_13	29040	107.64086
	5738	2018_02_14	08_48_23	29030	107.64148
	5739	2018_02_14	08_48_33	29020	107.64083
	5740	2018_02_14	08_48_43	29010	107.64101
	5741	2018_02_14	08_48_53	29000	107.64071
	5742	2018_02_14	08_49_03	28990	107.64068
	5743	2018_02_14	08_49_13	28980	107.64068
	5744	2018_02_14	08_49_23	28970	107.64083
	5745	2018_02_14	08_49_33	28960	107.64151
	5746	2018_02_14	08_49_43	28950	107.6411
	5747	2018_02_14	08_49_53	28940	107.64098
	5748	2018_02_14	08_50_03	28930	107.6411
	5749	2018_02_14	08_50_13	28920	107.64121
	5750	2018_02_14	08_50_23	28910	107.64133
	5751	2018_02_14	08_50_33	28900	107.64145
	5752	2018_02_14	08_50_43	28890	107.64145
	5753	2018_02_14	08_50_53	28880	107.64124
	5754	2018_02_14	08_51_03	28870	107.64139
	5755	2018_02_14	08_51_13	28860	107.64203
	5756	2018_02_14	08_51_23	28850	107.64159
	5757	2018_02_14	08_51_33	28840	107.64136
	5758	2018_02_14	08_51_43	28830	107.64177
	5759	2018_02_14	08_51_53	28820	107.64154
	5760	2018_02_14	08_52_03	28810	107.64162
	5761	2018_02_14	08_52_13	28800	107.64127
	5762	2018_02_14	08_52_23	28790	107.64139
	5763	2018_02_14	08_52_33	28780	107.64157
	5764	2018_02_14	08_52_43	28770	107.64162
	5765	2018_02_14	08_52_53	28760	107.64201
	5766	2018_02_14	08_53_03	28750	107.64148
	5767	2018_02_14	08_53_13	28740	107.64177
	5768	2018_02_14	08_53_23	28730	107.64148
	5769	2018_02_14	08_53_33	28720	107.64174
	5770	2018_02_14	08_53_43	28710	107.64183
	5771	2018_02_14	08_53_53	28700	107.64165
	5772	2018_02_14	08_54_03	28690	107.64198
	5773	2018_02_14	08_54_13	28680	107.64195
	5774	2018_02_14	08_54_23	28670	107.64168
	5775	2018_02_14	08_54_33	28660	107.64148
	5776	2018_02_14	08_54_43	28650	107.64145
	5777	2018_02_14	08_54_53	28640	107.64151
	5778	2018_02_14	08_55_03	28630	107.64118
	5779	2018_02_14	08_55_13	28620	107.64136
	5780	2018_02_14	08_55_23	28610	107.64104
	5781	2018_02_14	08_55_33	28600	107.64124
	5782	2018_02_14	08_55_43	28590	107.64089
	5783	2018_02_14	08_55_53	28580	107.64083
	5784	2018_02_14	08_56_03	28570	107.64101
	5785	2018_02_14	08_56_13	28560	107.64098
	5786	2018_02_14	08_56_23	28550	107.64077
	5787	2018_02_14	08_56_33	28540	107.64039
	5788	2018_02_14	08_56_43	28530	107.64077
	5789	2018_02_14	08_56_53	28520	107.64089
	5790	2018_02_14	08_57_03	28510	107.64098
	5791	2018_02_14	08_57_13	28500	107.64101
	5792	2018_02_14	08_57_23	28490	107.64121
	5793	2018_02_14	08_57_33	28480	107.64057
	5794	2018_02_14	08_57_43	28470	107.64145
	5795	2018_02_14	08_57_53	28460	107.64039
	5796	2018_02_14	08_58_03	28450	107.64136
	5797	2018_02_14	08_58_13	28440	107.64142
	5798	2018_02_14	08_58_23	28430	107.64174
	5799	2018_02_14	08_58_33	28420	107.64148
	5800	2018_02_14	08_58_43	28410	107.64151
	5801	2018_02_14	08_58_53	28400	107.64159
	5802	2018_02_14	08_59_03	28390	107.64145
	5803	2018_02_14	08_59_13	28380	107.64174
	5804	2018_02_14	08_59_23	28370	107.64154
	5805	2018_02_14	08_59_33	28360	107.64168
	5806	2018_02_14	08_59_43	28350	107.64203
	5807	2018_02_14	08_59_53	28340	107.6418
	5808	2018_02_14	09_00_03	28330	107.6418
	5809	2018_02_14	09_00_13	28320	107.64195
	5810	2018_02_14	09_00_23	28310	107.64148
	5811	2018_02_14	09_00_33	28300	107.64101
	5812	2018_02_14	09_00_43	28290	107.64174
	5813	2018_02_14	09_00_53	28280	107.64157
	5814	2018_02_14	09_01_03	28270	107.64154
	5815	2018_02_14	09_01_13	28260	107.64077
	5816	2018_02_14	09_01_23	28250	107.64171
	5817	2018_02_14	09_01_33	28240	107.64145
	5818	2018_02_14	09_01_43	28230	107.64118
	5819	2018_02_14	09_01_53	28220	107.64101
	5820	2018_02_14	09_02_03	28210	107.64092
	5821	2018_02_14	09_02_13	28200	107.64151
	5822	2018_02_14	09_02_23	28190	107.6411
	5823	2018_02_14	09_02_33	28180	107.64104
	5824	2018_02_14	09_02_43	28170	107.64077
	5825	2018_02_14	09_02_53	28160	107.64098
	5826	2018_02_14	09_03_03	28150	107.64112
	5827	2018_02_14	09_03_13	28140	107.64077
	5828	2018_02_14	09_03_23	28130	107.64057
	5829	2018_02_14	09_03_33	28120	107.64001
