Pt.        Date      Time        RT/s       R/Omiga    
  301  2018_02_14  10_51_20  3001.0     107.640510
  302  2018_02_14  10_51_30  3011.0     107.640510
  303  2018_02_14  10_51_40  3021.0     107.640830
  304  2018_02_14  10_51_50  3031.0     107.640890
  305  2018_02_14  10_52_00  3041.0     107.641040
  306  2018_02_14  10_52_10  3051.0     107.640890
  307  2018_02_14  10_52_20  3061.0     107.640680
  308  2018_02_14  10_52_30  3071.0     107.641240
  309  2018_02_14  10_52_40  3081.0     107.641420
  310  2018_02_14  10_52_50  3091.0     107.640830
  311  2018_02_14  10_53_00  3101.0     107.640770
  312  2018_02_14  10_53_10  3111.0     107.640860
  313  2018_02_14  10_53_20  3121.0     107.641210
  314  2018_02_14  10_53_30  3131.0     107.641510
  315  2018_02_14  10_53_40  3141.0     107.641070
  316  2018_02_14  10_53_50  3151.0     107.641150
  317  2018_02_14  10_54_00  3161.0     107.641120
  318  2018_02_14  10_54_10  3171.0     107.641620
  319  2018_02_14  10_54_20  3181.0     107.641330
  320  2018_02_14  10_54_30  3191.0     107.641390
  321  2018_02_14  10_54_40  3201.0     107.641330
  322  2018_02_14  10_54_50  3211.0     107.641570
  323  2018_02_14  10_55_00  3221.0     107.641100
  324  2018_02_14  10_55_10  3231.0     107.641450
  325  2018_02_14  10_55_20  3241.0     107.641590
  326  2018_02_14  10_55_30  3251.0     107.641680
  327  2018_02_14  10_55_40  3261.0     107.641620
  328  2018_02_14  10_55_50  3271.0     107.641480
  329  2018_02_14  10_56_00  3281.0     107.641740
  330  2018_02_14  10_56_10  3291.0     107.641300
  331  2018_02_14  10_56_20  3301.0     107.642090
  332  2018_02_14  10_56_30  3311.0     107.641620
  333  2018_02_14  10_56_40  3321.0     107.641770
  334  2018_02_14  10_56_50  3331.0     107.641650
  335  2018_02_14  10_57_00  3341.0     107.642090
  336  2018_02_14  10_57_10  3351.0     107.641980
  337  2018_02_14  10_57_20  3361.0     107.642240
  338  2018_02_14  10_57_30  3371.0     107.641330
  339  2018_02_14  10_57_40  3381.0     107.641860
  340  2018_02_14  10_57_50  3391.0     107.641510
  341  2018_02_14  10_58_00  3401.0     107.641480
  342  2018_02_14  10_58_10  3411.0     107.641420
  343  2018_02_14  10_58_20  3421.0     107.641150
  344  2018_02_14  10_58_30  3431.0     107.641270
  345  2018_02_14  10_58_40  3441.0     107.640830
  346  2018_02_14  10_58_50  3451.0     107.641240
  347  2018_02_14  10_59_00  3461.0     107.640980
  348  2018_02_14  10_59_10  3471.0     107.640740
  349  2018_02_14  10_59_20  3481.0     107.640980
  350  2018_02_14  10_59_30  3491.0     107.640650
  351  2018_02_14  10_59_40  3501.0     107.640740
  352  2018_02_14  10_59_50  3511.0     107.640890
  353  2018_02_14  11_00_00  3521.0     107.641010
  354  2018_02_14  11_00_10  3531.0     107.640390
  355  2018_02_14  11_00_20  3541.0     107.640180
  356  2018_02_14  11_00_30  3551.0     107.640130
  357  2018_02_14  11_00_40  3561.0     107.640360
  358  2018_02_14  11_00_50  3571.0     107.640450
  359  2018_02_14  11_01_00  3581.0     107.640070
  360  2018_02_14  11_01_10  3591.0     107.640420
  361  2018_02_14  11_01_20  3601.0     107.640100
  362  2018_02_14  11_01_30  3611.0     107.640420
  363  2018_02_14  11_01_40  3621.0     107.640070
  364  2018_02_14  11_01_50  3631.0     107.640210
  365  2018_02_14  11_02_00  3641.0     107.640420
  366  2018_02_14  11_02_10  3651.0     107.639980
  367  2018_02_14  11_02_20  3661.0     107.639740
  368  2018_02_14  11_02_30  3671.0     107.640390
  369  2018_02_14  11_02_40  3681.0     107.640740
  370  2018_02_14  11_02_50  3691.0     107.640240
  371  2018_02_14  11_03_00  3701.0     107.640650
  372  2018_02_14  11_03_10  3711.0     107.639980
  373  2018_02_14  11_03_20  3721.0     107.640160
  374  2018_02_14  11_03_30  3731.0     107.640600
  375  2018_02_14  11_03_40  3741.0     107.640450
  376  2018_02_14  11_03_50  3751.0     107.640650
  377  2018_02_14  11_04_00  3761.0     107.640210
  378  2018_02_14  11_04_10  3771.0     107.640300
  379  2018_02_14  11_04_20  3781.0     107.640510
  380  2018_02_14  11_04_30  3791.0     107.640270
  381  2018_02_14  11_04_40  3801.0     107.640360
  382  2018_02_14  11_04_50  3811.0     107.640300
  383  2018_02_14  11_05_00  3821.0     107.640160
  384  2018_02_14  11_05_10  3831.0     107.640540
  385  2018_02_14  11_05_20  3841.0     107.640510
  386  2018_02_14  11_05_30  3851.0     107.640630
  387  2018_02_14  11_05_40  3861.0     107.640510
  388  2018_02_14  11_05_50  3871.0     107.640420
  389  2018_02_14  11_06_00  3881.0     107.640390
  390  2018_02_14  11_06_10  3891.0     107.640210
  391  2018_02_14  11_06_20  3901.0     107.640710
  392  2018_02_14  11_06_30  3911.0     107.640770
  393  2018_02_14  11_06_40  3921.0     107.640650
  394  2018_02_14  11_06_50  3931.0     107.640300
  395  2018_02_14  11_07_00  3941.0     107.640450
  396  2018_02_14  11_07_10  3951.0     107.640630
  397  2018_02_14  11_07_20  3961.0     107.641270
  398  2018_02_14  11_07_30  3971.0     107.641270
  399  2018_02_14  11_07_40  3981.0     107.640630
  400  2018_02_14  11_07_50  3991.0     107.641210
  401  2018_02_14  11_08_00  4001.0     107.641010
  402  2018_02_14  11_08_10  4011.0     107.641420
  403  2018_02_14  11_08_20  4021.0     107.641330
  404  2018_02_14  11_08_30  4031.0     107.641510
  405  2018_02_14  11_08_40  4041.0     107.641180
  406  2018_02_14  11_08_50  4051.0     107.641890
  407  2018_02_14  11_09_00  4061.0     107.641240
  408  2018_02_14  11_09_10  4071.0     107.641800
