Pt.        Date      Time        RT/s       R/Omiga    
    1  2018_03_02  08_32_28     0.0     107.376280
    2  2018_03_02  08_32_38    10.0     107.375980
    3  2018_03_02  08_32_48    20.0     107.374900
    4  2018_03_02  08_32_58    30.0     107.372640
    5  2018_03_02  08_33_08    40.0     107.371230
    6  2018_03_02  08_33_18    50.0     107.369760
    7  2018_03_02  08_33_28    60.0     107.367590
    8  2018_03_02  08_33_38    70.0     107.367590
    9  2018_03_02  08_33_48    80.0     107.369580
   10  2018_03_02  08_33_58    90.0     107.373050
   11  2018_03_02  08_34_08   100.0     107.378600
   12  2018_03_02  08_34_18   110.0     107.386650
   13  2018_03_02  08_34_28   120.0     107.397310
   14  2018_03_02  08_34_38   130.0     107.410200
   15  2018_03_02  08_34_48   140.0     107.426820
   16  2018_03_02  08_34_58   150.0     107.444970
   17  2018_03_02  08_35_08   160.0     107.466940
   18  2018_03_02  08_35_18   170.0     107.491370
   19  2018_03_02  08_35_28   180.0     107.518860
   20  2018_03_02  08_35_38   190.0     107.549290
   21  2018_03_02  08_35_48   200.0     107.582090
   22  2018_03_02  08_35_58   210.0     107.617390
   23  2018_03_02  08_36_08   220.0     107.655600
   24  2018_03_02  08_36_18   230.0     107.696130
   25  2018_03_02  08_36_28   240.0     107.738540
   26  2018_03_02  08_36_38   250.0     107.782830
   27  2018_03_02  08_36_48   260.0     107.829670
   28  2018_03_02  08_36_58   270.0     107.877370
   29  2018_03_02  08_37_08   280.0     107.926000
   30  2018_03_02  08_37_18   290.0     107.976540
   31  2018_03_02  08_37_28   300.0     108.027650
   32  2018_03_02  08_37_38   310.0     108.079220
   33  2018_03_02  08_37_48   320.0     108.132780
   34  2018_03_02  08_37_58   330.0     108.185590
   35  2018_03_02  08_38_08   340.0     108.238920
   36  2018_03_02  08_38_18   350.0     108.292550
   37  2018_03_02  08_38_28   360.0     108.345880
   38  2018_03_02  08_38_38   370.0     108.399540
   39  2018_03_02  08_38_48   380.0     108.452790
   40  2018_03_02  08_38_58   390.0     108.505680
   41  2018_03_02  08_39_08   400.0     108.558570
   42  2018_03_02  08_39_18   410.0     108.610730
   43  2018_03_02  08_39_28   420.0     108.662100
   44  2018_03_02  08_39_38   430.0     108.712700
   45  2018_03_02  08_39_48   440.0     108.762510
   46  2018_03_02  08_39_58   450.0     108.812550
   47  2018_03_02  08_40_08   460.0     108.860890
   48  2018_03_02  08_40_18   470.0     108.908470
   49  2018_03_02  08_40_28   480.0     108.954960
   50  2018_03_02  08_40_38   490.0     109.001570
   51  2018_03_02  08_40_48   500.0     109.046330
   52  2018_03_02  08_40_58   510.0     109.090970
   53  2018_03_02  08_41_08   520.0     109.134670
   54  2018_03_02  08_41_18   530.0     109.177160
   55  2018_03_02  08_41_28   540.0     109.219160
   56  2018_03_02  08_41_38   550.0     109.260720
   57  2018_03_02  08_41_48   560.0     109.301130
   58  2018_03_02  08_41_58   570.0     109.340600
   59  2018_03_02  08_42_08   580.0     109.378720
   60  2018_03_02  08_42_18   590.0     109.416960
   61  2018_03_02  08_42_28   600.0     109.453640
   62  2018_03_02  08_42_38   610.0     109.489970
   63  2018_03_02  08_42_48   620.0     109.525500
   64  2018_03_02  08_42_58   630.0     109.560860
   65  2018_03_02  08_43_08   640.0     109.594870
   66  2018_03_02  08_43_18   650.0     109.628270
   67  2018_03_02  08_43_28   660.0     109.660950
   68  2018_03_02  08_43_38   670.0     109.692990
   69  2018_03_02  08_43_48   680.0     109.724590
   70  2018_03_02  08_43_58   690.0     109.755490
   71  2018_03_02  08_44_08   700.0     109.786180
   72  2018_03_02  08_44_18   710.0     109.815810
   73  2018_03_02  08_44_28   720.0     109.844740
   74  2018_03_02  08_44_38   730.0     109.873230
   75  2018_03_02  08_44_48   740.0     109.901780
   76  2018_03_02  08_44_58   750.0     109.929120
   77  2018_03_02  08_45_08   760.0     109.956490
   78  2018_03_02  08_45_18   770.0     109.982330
   79  2018_03_02  08_45_28   780.0     110.008500
   80  2018_03_02  08_45_38   790.0     110.034430
   81  2018_03_02  08_45_48   800.0     110.059540
   82  2018_03_02  08_45_58   810.0     110.084010
   83  2018_03_02  08_46_08   820.0     110.108470
   84  2018_03_02  08_46_18   830.0     110.132520
   85  2018_03_02  08_46_28   840.0     110.155580
   86  2018_03_02  08_46_38   850.0     110.178570
   87  2018_03_02  08_46_48   860.0     110.201360
   88  2018_03_02  08_46_58   870.0     110.223710
   89  2018_03_02  08_47_08   880.0     110.245590
   90  2018_03_02  08_47_18   890.0     110.266970
   91  2018_03_02  08_47_28   900.0     110.287800
   92  2018_03_02  08_47_38   910.0     110.308880
   93  2018_03_02  08_47_48   920.0     110.328560
   94  2018_03_02  08_47_58   930.0     110.348850
   95  2018_03_02  08_48_08   940.0     110.368470
   96  2018_03_02  08_48_18   950.0     110.387770
   97  2018_03_02  08_48_28   960.0     110.407000
   98  2018_03_02  08_48_38   970.0     110.425270
   99  2018_03_02  08_48_48   980.0     110.443630
  100  2018_03_02  08_48_58   990.0     110.461810
  101  2018_03_02  08_49_08  1000.0     110.479900
  102  2018_03_02  08_49_18  1010.0     110.497310
  103  2018_03_02  08_49_28  1020.0     110.514430
  104  2018_03_02  08_49_38  1030.0     110.530970
  105  2018_03_02  08_49_48  1040.0     110.547560
  106  2018_03_02  08_49_58  1050.0     110.563740
  107  2018_03_02  08_50_08  1060.0     110.579490
  108  2018_03_02  08_50_18  1070.0     110.595670
  109  2018_03_02  08_50_28  1080.0     110.610940
  110  2018_03_02  08_50_38  1090.0     110.626150
  111  2018_03_02  08_50_48  1100.0     110.641570
  112  2018_03_02  08_50_58  1110.0     110.656260
  113  2018_03_02  08_51_08  1120.0     110.671380
  114  2018_03_02  08_51_18  1130.0     110.685510
  115  2018_03_02  08_51_28  1140.0     110.699400
  116  2018_03_02  08_51_38  1150.0     110.713320
  117  2018_03_02  08_51_48  1160.0     110.726890
  118  2018_03_02  08_51_58  1170.0     110.740310
  119  2018_03_02  08_52_08  1180.0     110.753640
  120  2018_03_02  08_52_18  1190.0     110.766890
  121  2018_03_02  08_52_28  1200.0     110.779130
  122  2018_03_02  08_52_38  1210.0     110.791640
  123  2018_03_02  08_52_48  1220.0     110.804040
  124  2018_03_02  08_52_58  1230.0     110.816460
  125  2018_03_02  08_53_08  1240.0     110.828530
  126  2018_03_02  08_53_18  1250.0     110.840160
  127  2018_03_02  08_53_28  1260.0     110.851440
  128  2018_03_02  08_53_38  1270.0     110.862660
  129  2018_03_02  08_53_48  1280.0     110.874380
  130  2018_03_02  08_53_58  1290.0     110.885240
  131  2018_03_02  08_54_08  1300.0     110.895640
  132  2018_03_02  08_54_18  1310.0     110.906240
  133  2018_03_02  08_54_28  1320.0     110.916760
  134  2018_03_02  08_54_38  1330.0     110.927030
  135  2018_03_02  08_54_48  1340.0     110.937310
  136  2018_03_02  08_54_58  1350.0     110.947060
  137  2018_03_02  08_55_08  1360.0     110.957110
  138  2018_03_02  08_55_18  1370.0     110.966590
  139  2018_03_02  08_55_28  1380.0     110.976110
  140  2018_03_02  08_55_38  1390.0     110.985100
  141  2018_03_02  08_55_48  1400.0     110.994440
  142  2018_03_02  08_55_58  1410.0     111.003510
  143  2018_03_02  08_56_08  1420.0     111.012580
  144  2018_03_02  08_56_18  1430.0     111.021570
  145  2018_03_02  08_56_28  1440.0     111.029850
  146  2018_03_02  08_56_38  1450.0     111.038340
  147  2018_03_02  08_56_48  1460.0     111.047120
  148  2018_03_02  08_56_58  1470.0     111.055020
  149  2018_03_02  08_57_08  1480.0     111.063480
  150  2018_03_02  08_57_18  1490.0     111.071120
  151  2018_03_02  08_57_28  1500.0     111.078780
  152  2018_03_02  08_57_38  1510.0     111.086510
  153  2018_03_02  08_57_48  1520.0     111.094050
  154  2018_03_02  08_57_58  1530.0     111.101660
  155  2018_03_02  08_58_08  1540.0     111.108800
  156  2018_03_02  08_58_18  1550.0     111.116700
  157  2018_03_02  08_58_28  1560.0     111.123510
  158  2018_03_02  08_58_38  1570.0     111.130320
  159  2018_03_02  08_58_48  1580.0     111.137370
  160  2018_03_02  08_58_58  1590.0     111.144220
  161  2018_03_02  08_59_08  1600.0     111.150590
  162  2018_03_02  08_59_18  1610.0     111.156960
  163  2018_03_02  08_59_28  1620.0     111.163860
  164  2018_03_02  08_59_38  1630.0     111.170320
  165  2018_03_02  08_59_48  1640.0     111.176490
  166  2018_03_02  08_59_58  1650.0     111.182810
  167  2018_03_02  09_00_08  1660.0     111.189240
  168  2018_03_02  09_00_18  1670.0     111.194790
  169  2018_03_02  09_00_28  1680.0     111.200750
  170  2018_03_02  09_00_38  1690.0     111.206270
  171  2018_03_02  09_00_48  1700.0     111.212000
  172  2018_03_02  09_00_58  1710.0     111.218110
  173  2018_03_02  09_01_08  1720.0     111.223690
  174  2018_03_02  09_01_18  1730.0     111.229120
  175  2018_03_02  09_01_28  1740.0     111.234670
  176  2018_03_02  09_01_38  1750.0     111.240280
  177  2018_03_02  09_01_48  1760.0     111.245570
  178  2018_03_02  09_01_58  1770.0     111.250650
  179  2018_03_02  09_02_08  1780.0     111.255200
  180  2018_03_02  09_02_18  1790.0     111.261040
  181  2018_03_02  09_02_28  1800.0     111.265740
  182  2018_03_02  09_02_38  1810.0     111.270740
  183  2018_03_02  09_02_48  1820.0     111.275760
  184  2018_03_02  09_02_58  1830.0     111.280050
  185  2018_03_02  09_03_08  1840.0     111.285100
  186  2018_03_02  09_03_18  1850.0     111.289650
  187  2018_03_02  09_03_28  1860.0     111.293940
  188  2018_03_02  09_03_38  1870.0     111.298430
  189  2018_03_02  09_03_48  1880.0     111.302630
  190  2018_03_02  09_03_58  1890.0     111.307060
  191  2018_03_02  09_04_08  1900.0     111.311320
  192  2018_03_02  09_04_18  1910.0     111.314850
  193  2018_03_02  09_04_28  1920.0     111.319600
  194  2018_03_02  09_04_38  1930.0     111.323310
  195  2018_03_02  09_04_48  1940.0     111.327120
  196  2018_03_02  09_04_58  1950.0     111.331380
  197  2018_03_02  09_05_08  1960.0     111.334940
  198  2018_03_02  09_05_18  1970.0     111.338900
  199  2018_03_02  09_05_28  1980.0     111.342540
  200  2018_03_02  09_05_38  1990.0     111.345890
  201  2018_03_02  09_05_48  2000.0     111.349350
  202  2018_03_02  09_05_58  2010.0     111.353550
  203  2018_03_02  09_06_08  2020.0     111.357280
  204  2018_03_02  09_06_18  2030.0     111.360340
  205  2018_03_02  09_06_28  2040.0     111.363660
  206  2018_03_02  09_06_38  2050.0     111.366740
  207  2018_03_02  09_06_48  2060.0     111.370320
  208  2018_03_02  09_06_58  2070.0     111.373230
  209  2018_03_02  09_07_08  2080.0     111.376700
  210  2018_03_02  09_07_18  2090.0     111.379600
  211  2018_03_02  09_07_28  2100.0     111.382480
  212  2018_03_02  09_07_38  2110.0     111.385570
  213  2018_03_02  09_07_48  2120.0     111.388470
  214  2018_03_02  09_07_58  2130.0     111.391230
  215  2018_03_02  09_08_08  2140.0     111.394140
  216  2018_03_02  09_08_18  2150.0     111.397490
  217  2018_03_02  09_08_28  2160.0     111.400160
  218  2018_03_02  09_08_38  2170.0     111.403130
  219  2018_03_02  09_08_48  2180.0     111.405770
  220  2018_03_02  09_08_58  2190.0     111.408270
  221  2018_03_02  09_09_08  2200.0     111.411210
  222  2018_03_02  09_09_18  2210.0     111.414080
  223  2018_03_02  09_09_28  2220.0     111.416110
  224  2018_03_02  09_09_38  2230.0     111.418960
  225  2018_03_02  09_09_48  2240.0     111.421130
  226  2018_03_02  09_09_58  2250.0     111.423950
  227  2018_03_02  09_10_08  2260.0     111.426420
  228  2018_03_02  09_10_18  2270.0     111.429180
