Pt.        Date      Time        RT/s       R/Omiga    
  224  2018_03_05  10_21_11  2230.0     119.275010
  225  2018_03_05  10_21_21  2240.0     119.274720
  226  2018_03_05  10_21_31  2250.0     119.274690
  227  2018_03_05  10_21_41  2260.0     119.274480
  228  2018_03_05  10_21_51  2270.0     119.274390
  229  2018_03_05  10_22_01  2280.0     119.274250
  230  2018_03_05  10_22_11  2290.0     119.274070
  231  2018_03_05  10_22_21  2300.0     119.274300
  232  2018_03_05  10_22_31  2310.0     119.274600
  233  2018_03_05  10_22_41  2320.0     119.273750
  234  2018_03_05  10_22_51  2330.0     119.274070
  235  2018_03_05  10_23_01  2340.0     119.273890
  236  2018_03_05  10_23_11  2350.0     119.274130
  237  2018_03_05  10_23_21  2360.0     119.274280
  238  2018_03_05  10_23_31  2370.0     119.274190
  239  2018_03_05  10_23_41  2380.0     119.274280
  240  2018_03_05  10_23_51  2390.0     119.274600
  241  2018_03_05  10_24_01  2400.0     119.274250
  242  2018_03_05  10_24_11  2410.0     119.274420
  243  2018_03_05  10_24_21  2420.0     119.274360
  244  2018_03_05  10_24_31  2430.0     119.274450
  245  2018_03_05  10_24_41  2440.0     119.274480
  246  2018_03_05  10_24_51  2450.0     119.274630
  247  2018_03_05  10_25_01  2460.0     119.274420
  248  2018_03_05  10_25_11  2470.0     119.274450
  249  2018_03_05  10_25_21  2480.0     119.274330
  250  2018_03_05  10_25_31  2490.0     119.274160
  251  2018_03_05  10_25_41  2500.0     119.274420
  252  2018_03_05  10_25_51  2510.0     119.273920
  253  2018_03_05  10_26_01  2520.0     119.274280
  254  2018_03_05  10_26_11  2530.0     119.274040
  255  2018_03_05  10_26_21  2540.0     119.274190
  256  2018_03_05  10_26_31  2550.0     119.274510
  257  2018_03_05  10_26_41  2560.0     119.273920
  258  2018_03_05  10_26_51  2570.0     119.274160
  259  2018_03_05  10_27_01  2580.0     119.274100
  260  2018_03_05  10_27_11  2590.0     119.274130
  261  2018_03_05  10_27_21  2600.0     119.274510
  262  2018_03_05  10_27_31  2610.0     119.273860
  263  2018_03_05  10_27_41  2620.0     119.274660
  264  2018_03_05  10_27_51  2630.0     119.274280
  265  2018_03_05  10_28_01  2640.0     119.274190
  266  2018_03_05  10_28_11  2650.0     119.274100
  267  2018_03_05  10_28_21  2660.0     119.274160
  268  2018_03_05  10_28_32  2670.0     119.274330
  269  2018_03_05  10_28_41  2680.0     119.274450
  270  2018_03_05  10_28_51  2690.0     119.274330
  271  2018_03_05  10_29_01  2700.0     119.274390
  272  2018_03_05  10_29_12  2710.0     119.274040
  273  2018_03_05  10_29_21  2720.0     119.273980
  274  2018_03_05  10_29_31  2730.0     119.273570
  275  2018_03_05  10_29_41  2740.0     119.273980
  276  2018_03_05  10_29_51  2750.0     119.273360
  277  2018_03_05  10_30_01  2760.0     119.273480
  278  2018_03_05  10_30_11  2770.0     119.273890
  279  2018_03_05  10_30_21  2780.0     119.273810
  280  2018_03_05  10_30_31  2790.0     119.273310
  281  2018_03_05  10_30_41  2800.0     119.273540
  282  2018_03_05  10_30_51  2810.0     119.273690
  283  2018_03_05  10_31_01  2820.0     119.273600
  284  2018_03_05  10_31_11  2830.0     119.273830
  285  2018_03_05  10_31_21  2840.0     119.273600
  286  2018_03_05  10_31_31  2850.0     119.273750
  287  2018_03_05  10_31_41  2860.0     119.273810
  288  2018_03_05  10_31_52  2870.0     119.274040
  289  2018_03_05  10_32_01  2880.0     119.274070
  290  2018_03_05  10_32_12  2891.0     119.274330
  291  2018_03_05  10_32_21  2900.0     119.274600
  292  2018_03_05  10_32_31  2910.0     119.273510
  293  2018_03_05  10_32_41  2920.0     119.274100
  294  2018_03_05  10_32_51  2930.0     119.274660
  295  2018_03_05  10_33_01  2940.0     119.274280
  296  2018_03_05  10_33_11  2950.0     119.273690
  297  2018_03_05  10_33_21  2960.0     119.273660
  298  2018_03_05  10_33_31  2970.0     119.273600
  299  2018_03_05  10_33_41  2980.0     119.273920
  300  2018_03_05  10_33_51  2990.0     119.273890
  301  2018_03_05  10_34_01  3000.0     119.274070
  302  2018_03_05  10_34_11  3010.0     119.273890
  303  2018_03_05  10_34_21  3020.0     119.273660
  304  2018_03_05  10_34_31  3030.0     119.273480
  305  2018_03_05  10_34_41  3040.0     119.273600
  306  2018_03_05  10_34_51  3050.0     119.274010
  307  2018_03_05  10_35_01  3060.0     119.273720
  308  2018_03_05  10_35_11  3070.0     119.273480
  309  2018_03_05  10_35_21  3080.0     119.273280
  310  2018_03_05  10_35_31  3090.0     119.273830
  311  2018_03_05  10_35_41  3100.0     119.273780
  312  2018_03_05  10_35_51  3110.0     119.274160
  313  2018_03_05  10_36_01  3120.0     119.274390
  314  2018_03_05  10_36_11  3130.0     119.273830
  315  2018_03_05  10_36_21  3140.0     119.274770
  316  2018_03_05  10_36_31  3150.0     119.274300
  317  2018_03_05  10_36_41  3160.0     119.274250
  318  2018_03_05  10_36_51  3170.0     119.274070
  319  2018_03_05  10_37_01  3180.0     119.274800
  320  2018_03_05  10_37_11  3190.0     119.273890
  321  2018_03_05  10_37_21  3200.0     119.274300
  322  2018_03_05  10_37_31  3210.0     119.274250
  323  2018_03_05  10_37_41  3220.0     119.274130
  324  2018_03_05  10_37_51  3230.0     119.274330
  325  2018_03_05  10_38_01  3240.0     119.274660
  326  2018_03_05  10_38_11  3250.0     119.274720
  327  2018_03_05  10_38_21  3260.0     119.274010
  328  2018_03_05  10_38_31  3270.0     119.274570
  329  2018_03_05  10_38_41  3280.0     119.274540
  330  2018_03_05  10_38_51  3290.0     119.274250
  331  2018_03_05  10_39_01  3300.0     119.274600
  332  2018_03_05  10_39_11  3310.0     119.274130
  333  2018_03_05  10_39_21  3320.0     119.274280
  334  2018_03_05  10_39_31  3330.0     119.274360
  335  2018_03_05  10_39_41  3340.0     119.274480
  336  2018_03_05  10_39_51  3350.0     119.274480
  337  2018_03_05  10_40_01  3360.0     119.274660
  338  2018_03_05  10_40_12  3370.0     119.274360
  339  2018_03_05  10_40_21  3380.0     119.274390
  340  2018_03_05  10_40_32  3390.0     119.274450
  341  2018_03_05  10_40_41  3400.0     119.274420
  342  2018_03_05  10_40_51  3410.0     119.274220
  343  2018_03_05  10_41_01  3420.0     119.273830
  344  2018_03_05  10_41_11  3430.0     119.273660
  345  2018_03_05  10_41_21  3440.0     119.274040
  346  2018_03_05  10_41_31  3450.0     119.274190
  347  2018_03_05  10_41_41  3460.0     119.274190
  348  2018_03_05  10_41_51  3470.0     119.273830
  349  2018_03_05  10_42_01  3480.0     119.273600
  350  2018_03_05  10_42_11  3490.0     119.273360
  351  2018_03_05  10_42_21  3500.0     119.274130
  352  2018_03_05  10_42_31  3510.0     119.273830
  353  2018_03_05  10_42_41  3520.0     119.273250
  354  2018_03_05  10_42_51  3530.0     119.273540
  355  2018_03_05  10_43_01  3540.0     119.273480
  356  2018_03_05  10_43_11  3550.0     119.273750
  357  2018_03_05  10_43_21  3560.0     119.273720
  358  2018_03_05  10_43_31  3570.0     119.273510
  359  2018_03_05  10_43_41  3580.0     119.273810
  360  2018_03_05  10_43_51  3590.0     119.273810
